title,genres_clean,overview,popularity,combined_features
I Write My Life,Drama LGBTQ,"Main character Sophie wants to make her life meaningful. She believes: 'To find something new in life, you firs need to get rid of something old'. Sophie decides to end her unhappy marriage and starts dating a girl, against all odds of life.",81.5,"I Write My Life Drama LGBTQ Main character Sophie wants to make her life meaningful. She believes: 'To find something new in life, you firs need to get rid of something old'. Sophie decides to end her unhappy marriage and starts dating a girl, against all odds of life. Amazon Prime"
Hood,Action,"When RJ (Matt Singletary) returns home to Chicago after an 8 year tour in the army, he quickly finds that the streets he once knew are now eerily similar to the war torn villages and deserts of the Middle East.",72.5,"Hood Action When RJ (Matt Singletary) returns home to Chicago after an 8 year tour in the army, he quickly finds that the streets he once knew are now eerily similar to the war torn villages and deserts of the Middle East. Amazon Prime"
Holby Blue,Drama,"Modern-day policing isn't just about robberies and anti-social orders in this fast-paced, thrilling drama series with topical, edgy storylines. Centered around Holby South police station, Holby Blue follows the lives and loves of its dedicated heroes",60.5,"Holby Blue Drama Modern-day policing isn't just about robberies and anti-social orders in this fast-paced, thrilling drama series with topical, edgy storylines. Centered around Holby South police station, Holby Blue follows the lives and loves of its dedicated heroes Amazon Prime"
Hargrave,Drama Science Fiction Suspense,"In the midst of serious doubts about his career and life, Detective Matthew Hargrave is contacted by a mysterious woman about her missing husband. Initially reluctant to take the case, Hargrave is compelled to investigate, triggering a series of life",81.5,"Hargrave Drama Science Fiction Suspense In the midst of serious doubts about his career and life, Detective Matthew Hargrave is contacted by a mysterious woman about her missing husband. Initially reluctant to take the case, Hargrave is compelled to investigate, triggering a series of life Amazon Prime"
Gold Fools,Action Drama Suspense,"When a successful family man gets laid off, he leads his friends on a gold panning expedition in the mountains of Sonora, oblivious to what lurks where the water runs real deep.",68.0,"Gold Fools Action Drama Suspense When a successful family man gets laid off, he leads his friends on a gold panning expedition in the mountains of Sonora, oblivious to what lurks where the water runs real deep. Amazon Prime"
Go Buster - Adventures of Go Buster (Made by Little Baby Bum),Kids,"Go Buster is an animated online educational kids series watched all over the globe. Brought to you by the creators of Little Baby Bum, Go Buster encourages learning, creativity and fun! Learn colors, shapes and numbers with our well-loved characters!",80.0,"Go Buster - Adventures of Go Buster (Made by Little Baby Bum) Kids Go Buster is an animated online educational kids series watched all over the globe. Brought to you by the creators of Little Baby Bum, Go Buster encourages learning, creativity and fun! Learn colors, shapes and numbers with our well-loved characters! Amazon Prime"
Fairy tales and bedtime stories,Animation Anime,Fairy Tales and bedtime stories watching each evening to a child promotes positive sleep habits. It calms a busy child and engages their mind into a world of magic and sweet dreams. The bedtime story is the best way to end the child's day and lead th,81.5,Fairy tales and bedtime stories Animation Anime Fairy Tales and bedtime stories watching each evening to a child promotes positive sleep habits. It calms a busy child and engages their mind into a world of magic and sweet dreams. The bedtime story is the best way to end the child's day and lead th Amazon Prime
Everybody's Talking About Jamie,Arts Entertainment and Culture Comedy,"Despite obstacles, 16-year-old Jamie has the courage to fabulously follow his unconventional dream in this inspiring true story turned musical sensation.",81.5,"Everybody's Talking About Jamie Arts Entertainment and Culture Comedy Despite obstacles, 16-year-old Jamie has the courage to fabulously follow his unconventional dream in this inspiring true story turned musical sensation. Amazon Prime"
Edge Of The Axe,Horror Suspense,"The rural community of Paddock County is being rocked by the crazed exploits of an axe-wielding psychopath, who stalks the night in a black trenchcoat and mask. As the victims pile up, the authorities attempt to keep a lid on the situation, whilst co",32.0,"Edge Of The Axe Horror Suspense The rural community of Paddock County is being rocked by the crazed exploits of an axe-wielding psychopath, who stalks the night in a black trenchcoat and mask. As the victims pile up, the authorities attempt to keep a lid on the situation, whilst co Amazon Prime"
Doggin' Around,Drama,"Joe Warren is a veteran US jazz pianist and an ageing gambler, womanizer and alcoholic. In England for what he assumes will only be a week, he is horrified to find his agent has signed him up for a tour of the lesser nightspots in the North, and appo",41.0,"Doggin' Around Drama Joe Warren is a veteran US jazz pianist and an ageing gambler, womanizer and alcoholic. In England for what he assumes will only be a week, he is horrified to find his agent has signed him up for a tour of the lesser nightspots in the North, and appo Amazon Prime"
"Do, Re & Mi",Animation Anime Kids,"In this two-episode themed Halloween special, the Beebopsburgh birdies enjoy the spooky fun on the Day of the Pumpkin. Will Do be able to conquer his fear of scary pumpkins to enjoy the Harvest Festival with Re and Mi? And how will Mi find a way out ",81.5,"Do, Re & Mi Animation Anime Kids In this two-episode themed Halloween special, the Beebopsburgh birdies enjoy the spooky fun on the Day of the Pumpkin. Will Do be able to conquer his fear of scary pumpkins to enjoy the Harvest Festival with Re and Mi? And how will Mi find a way out  Amazon Prime"
Deadly Family Secrets,Drama,"Martha decides to return to her Texas hometown of Rocky Valley after a fifteen-year absence. Stranded upon her arrival at the train station, she ends up witnessing a man getting beaten up and killed by a group of men. Martha soon discovers that the k",42.5,"Deadly Family Secrets Drama Martha decides to return to her Texas hometown of Rocky Valley after a fifteen-year absence. Stranded upon her arrival at the train station, she ends up witnessing a man getting beaten up and killed by a group of men. Martha soon discovers that the k Amazon Prime"
Damage,Drama,When a fun loving husband who has a way of gathering ant-infested firewood ignores the underlying health challenges of the wife who tries everything to stop him from his usual habit. A prey is caught and the pandemic becomes collateral damage.,81.5,Damage Drama When a fun loving husband who has a way of gathering ant-infested firewood ignores the underlying health challenges of the wife who tries everything to stop him from his usual habit. A prey is caught and the pandemic becomes collateral damage. Amazon Prime
Crude Crypt Vol 1,Horror,"a collection from 2019-2021 of black comedy horror shorts and creature flicks from crude cinema and friends white ninja,bron theron,jayleen perez,robbie lopez and Art Brute.",81.5,"Crude Crypt Vol 1 Horror a collection from 2019-2021 of black comedy horror shorts and creature flicks from crude cinema and friends white ninja,bron theron,jayleen perez,robbie lopez and Art Brute. Amazon Prime"
Cross,Action Science Fiction,"Given incredible power by an ancient Celtic cross, Callan continues to fight evil...Now, joined by a team of weapons experts, Callan battles an unstoppable empire in Los Angeles.",66.5,"Cross Action Science Fiction Given incredible power by an ancient Celtic cross, Callan continues to fight evil...Now, joined by a team of weapons experts, Callan battles an unstoppable empire in Los Angeles. Amazon Prime"
Crime Drama Thriller Film Glenn Ford Broderick Crawford in Convicted a Film Noir Classic Mystery,Drama,"This prison drama is the story of Joe Hufford (Glenn Ford), a man convicted of manslaughter. George Knowland (Broderick Crawford) is the warden who understands Hufford, helps him adjust to prison life and recognize that he has a future after release.",10.0,"Crime Drama Thriller Film Glenn Ford Broderick Crawford in Convicted a Film Noir Classic Mystery Drama This prison drama is the story of Joe Hufford (Glenn Ford), a man convicted of manslaughter. George Knowland (Broderick Crawford) is the warden who understands Hufford, helps him adjust to prison life and recognize that he has a future after release. Amazon Prime"
Cold Breath,Drama,"Maryam is at her thirties. She has born as a girl but went through puberty like a boy. In the path of love she tried so hard to go on with her masculinity, therefore her daily life filled with incredible challenges. Cold breath is viewing life story ",75.5,"Cold Breath Drama Maryam is at her thirties. She has born as a girl but went through puberty like a boy. In the path of love she tried so hard to go on with her masculinity, therefore her daily life filled with incredible challenges. Cold breath is viewing life story  Amazon Prime"
Clip: ACT 2 - Series 5,TV Shows,1,81.5,Clip: ACT 2 - Series 5 TV Shows 1 Amazon Prime
Chaotic,Animation Kids,"A group of friends find a portal to Perim, another worldly dimension, where Chaotic, a popular card game, is real.",62.0,"Chaotic Animation Kids A group of friends find a portal to Perim, another worldly dimension, where Chaotic, a popular card game, is real. Amazon Prime"
Call Me King,Action Drama,"In the international world of gun running... loyalty, honor, and discretion are valuable commodities, but nothing is more priceless than the bond of family. Power begets enemies and a loved ...",75.5,"Call Me King Action Drama In the international world of gun running... loyalty, honor, and discretion are valuable commodities, but nothing is more priceless than the bond of family. Power begets enemies and a loved ... Amazon Prime"
Broker - 心跳源计划,Action Drama Romance,"Qiu Jia Ning is a core member of a research lab spearheaded by the leading pharmaceutical company in the nation. As their experiment enters the clinical phase, a new researcher by the name of Zhou Xiao Shan joins the team. His sharp acumen and quiet ",81.5,"Broker - 心跳源计划 Action Drama Romance Qiu Jia Ning is a core member of a research lab spearheaded by the leading pharmaceutical company in the nation. As their experiment enters the clinical phase, a new researcher by the name of Zhou Xiao Shan joins the team. His sharp acumen and quiet  Amazon Prime"
Broderick Crawford in The Mob Crime Detective Film Noir Detective 1952 Classic,Drama Romance,The Mob is a 1951 film noir crime thriller film directed by Robert Parrish starring Broderick Crawford and Richard Kiley. The actor Charles Bronson makes one of his first film appearances as a longshoreman and was uncredited.,10.0,Broderick Crawford in The Mob Crime Detective Film Noir Detective 1952 Classic Drama Romance The Mob is a 1951 film noir crime thriller film directed by Robert Parrish starring Broderick Crawford and Richard Kiley. The actor Charles Bronson makes one of his first film appearances as a longshoreman and was uncredited. Amazon Prime
Bond - In Isolation,Horror,"Dhruv has just moved into a new house and been asked to isolate himself. The story tells how he survives with limited food, basic necessities, and a broken phone. The story boasts about his desperation to reach out to his best friend Kabir but all he",81.5,"Bond - In Isolation Horror Dhruv has just moved into a new house and been asked to isolate himself. The story tells how he survives with limited food, basic necessities, and a broken phone. The story boasts about his desperation to reach out to his best friend Kabir but all he Amazon Prime"
Black Power,Documentary,"Narrated by Daniel Kaluuya, Black Power: A British Story of Resistance, examines the Black Power movement in the late 1960s in the UK, surveying the individuals and the cultural forces that defined the era. At its heart is a series of astonishing int",81.5,"Black Power Documentary Narrated by Daniel Kaluuya, Black Power: A British Story of Resistance, examines the Black Power movement in the late 1960s in the UK, surveying the individuals and the cultural forces that defined the era. At its heart is a series of astonishing int Amazon Prime"
Baruva 24 Gantegalalli,Drama Romance Suspense,"Vidya is happily married to Rahul until tragedy strikes with her husband's death - and she is the one responsible. She becomes the prime suspect during the investigation headed by ACP Narasimha. With growing suspicion and an unending maze of mystery,",78.5,"Baruva 24 Gantegalalli Drama Romance Suspense Vidya is happily married to Rahul until tragedy strikes with her husband's death - and she is the one responsible. She becomes the prime suspect during the investigation headed by ACP Narasimha. With growing suspicion and an unending maze of mystery, Amazon Prime"
Balance.. hotay na,Drama Young Adult Audience,The story builds on two normal middle class families who guide their son's to get proper education. The journey of Raj & Himanshu is the framed in 'Balance.. hotay na??'.,78.5,Balance.. hotay na Drama Young Adult Audience The story builds on two normal middle class families who guide their son's to get proper education. The journey of Raj & Himanshu is the framed in 'Balance.. hotay na??'. Amazon Prime
Bad Ben 4 The Mandela Effect,Horror Suspense,"In a world of parallel universes with multiple timelines, Tom Riley takes ownership of the home on Steelmanville Road over and over again, each time having different, paranormal experiences. In every single timeline, the malevolent forces occupying t",77.0,"Bad Ben 4 The Mandela Effect Horror Suspense In a world of parallel universes with multiple timelines, Tom Riley takes ownership of the home on Steelmanville Road over and over again, each time having different, paranormal experiences. In every single timeline, the malevolent forces occupying t Amazon Prime"
Austin Weird,Comedy Drama,"Sam is a recent graduate desperate to move out of his parents stuffy downtown condo and back in with the artistic community he cherishes in college, even if it means selling his prized possessions all over Austin, TX.",78.5,"Austin Weird Comedy Drama Sam is a recent graduate desperate to move out of his parents stuffy downtown condo and back in with the artistic community he cherishes in college, even if it means selling his prized possessions all over Austin, TX. Amazon Prime"
Apartment 413,Horror,"Marco is running out of time to find a job before his girlfriend, Dana, has their first baby. He's also losing his mind. As Marco's grip on reality begins to slip into a psychological nightmare, Dana's safety and the lines between fiction and fact di",81.5,"Apartment 413 Horror Marco is running out of time to find a job before his girlfriend, Dana, has their first baby. He's also losing his mind. As Marco's grip on reality begins to slip into a psychological nightmare, Dana's safety and the lines between fiction and fact di Amazon Prime"
Another Pair of Aces,Drama Western,"Starring Willie Nelson, Kris Kristofferson and Joan Severance. A gambler, a Texas Ranger and an FBI agent investigate a series of vigilante murders.",36.5,"Another Pair of Aces Drama Western Starring Willie Nelson, Kris Kristofferson and Joan Severance. A gambler, a Texas Ranger and an FBI agent investigate a series of vigilante murders. Amazon Prime"
American Traitor: The Trial of Axis Sally,Drama Suspense,"An American woman named Mildred Gillars broadcast Nazi propaganda during World War II. The story plunges the viewer into the dark underbelly of the Third Reich’s hate-filled propaganda machine, Sally’s eventual capture, and her subsequent trial for t",81.5,"American Traitor: The Trial of Axis Sally Drama Suspense An American woman named Mildred Gillars broadcast Nazi propaganda during World War II. The story plunges the viewer into the dark underbelly of the Third Reich’s hate-filled propaganda machine, Sally’s eventual capture, and her subsequent trial for t Amazon Prime"
Alabama's Ghost,Horror Suspense,"A nightclub stage manager stumbles upon a forgotten, secret chamber underneath his nightclub. Inside is an old magician's belongings. He tries on the costume and he becomes 'Alabama, King of the Cosmos.' This new identity leads to a lot more than he ",10.0,"Alabama's Ghost Horror Suspense A nightclub stage manager stumbles upon a forgotten, secret chamber underneath his nightclub. Inside is an old magician's belongings. He tries on the costume and he becomes 'Alabama, King of the Cosmos.' This new identity leads to a lot more than he  Amazon Prime"
Actuate algo,Comedy,"Barbie is a 24 year-old actress. Her life goes from one audition to another. She longs to live off her career and leave the jobs she takes to survive behind. Over time, Barbie will discover how competitive it is to make it in this business, no matter",81.5,"Actuate algo Comedy Barbie is a 24 year-old actress. Her life goes from one audition to another. She longs to live off her career and leave the jobs she takes to survive behind. Over time, Barbie will discover how competitive it is to make it in this business, no matter Amazon Prime"
Act 6 - Series 2,TV Shows,2 after onboarding,81.5,Act 6 - Series 2 TV Shows 2 after onboarding Amazon Prime
Act 6 - Series 1,Action,2 after onboarding 1,81.5,Act 6 - Series 1 Action 2 after onboarding 1 Amazon Prime
Act 5 - Series 2,TV Shows,2,81.5,Act 5 - Series 2 TV Shows 2 Amazon Prime
Act 5 - Series 1,Action,1,81.5,Act 5 - Series 1 Action 1 Amazon Prime
ACT 2 - Series 6,TV Shows,1,81.5,ACT 2 - Series 6 TV Shows 1 Amazon Prime
Abhiyude Katha Anuvinteyum,Drama Romance,"Abhi is the average boy with a job and a lifestyle that borders on the mundane. Anu is an organic farmer in Ooty - a lively girl, passionate about social issues and unafraid to challenge social responsibility and the stigma. They fall in love and swo",77.0,"Abhiyude Katha Anuvinteyum Drama Romance Abhi is the average boy with a job and a lifestyle that borders on the mundane. Anu is an organic farmer in Ooty - a lively girl, passionate about social issues and unafraid to challenge social responsibility and the stigma. They fall in love and swo Amazon Prime"
A First Farewell,Arthouse Drama Kids,"Wang Lina's Berlinale award-winner debut unveils poetry of Xinjiang Uighurs' life like none other. She tugs viewers' heartstrings showing how treasures in the carefree childhood of an endearing boy fade, as love, home, and personal advancement get we",81.5,"A First Farewell Arthouse Drama Kids Wang Lina's Berlinale award-winner debut unveils poetry of Xinjiang Uighurs' life like none other. She tugs viewers' heartstrings showing how treasures in the carefree childhood of an endearing boy fade, as love, home, and personal advancement get we Amazon Prime"
The Z Virus,Action Science Fiction,"The Z Virus is an apocalyptic TV series of survival when a deadly virus from a meteor turns the earth into a zombie infested world no one could have imagined. The Johnson's, a dooms day family and a rag tag group of survivors have found their way ont",75.5,"The Z Virus Action Science Fiction The Z Virus is an apocalyptic TV series of survival when a deadly virus from a meteor turns the earth into a zombie infested world no one could have imagined. The Johnson's, a dooms day family and a rag tag group of survivors have found their way ont Amazon Prime"
The Last Days on Mars,Horror Science Fiction Suspense,"On the eve that the crew of the very first manned expedition to Mars is about to return to Earth, it makes an astounding discovery - fossilized evidence of life on Mars. Oscar nominated and visionary filmmaker Ruairí Robinson, along with an extraordi",69.5,"The Last Days on Mars Horror Science Fiction Suspense On the eve that the crew of the very first manned expedition to Mars is about to return to Earth, it makes an astounding discovery - fossilized evidence of life on Mars. Oscar nominated and visionary filmmaker Ruairí Robinson, along with an extraordi Amazon Prime"
The Icebreaker,Action,"Antarctica, 1985. The icebreaker 'Gromov' was trapped on the ice after trying to dodge a giant berg. For 133 days in cold and deafening silence, the crew attempts to find the way out. One false move - and they will be crushed in the ice.",75.5,"The Icebreaker Action Antarctica, 1985. The icebreaker 'Gromov' was trapped on the ice after trying to dodge a giant berg. For 133 days in cold and deafening silence, the crew attempts to find the way out. One false move - and they will be crushed in the ice. Amazon Prime"
The Future,Comedy Drama,"When a couple decides to adopt a stray cat, their perspective on life changes radically, literally altering the course of time and space and testing their faith in each other and themselves in this critically acclaimed indie darling.",51.5,"The Future Comedy Drama When a couple decides to adopt a stray cat, their perspective on life changes radically, literally altering the course of time and space and testing their faith in each other and themselves in this critically acclaimed indie darling. Amazon Prime"
The Disappointments Room,Drama Horror Suspense,"Dana, her husband David and their 5-year-old son Lucas start a new life after moving from the hustle and bustle of Brooklyn, N.Y., to a stately old manor in the quiet countryside. After settling in, Dana starts to experience terrifying visions and dr",74.0,"The Disappointments Room Drama Horror Suspense Dana, her husband David and their 5-year-old son Lucas start a new life after moving from the hustle and bustle of Brooklyn, N.Y., to a stately old manor in the quiet countryside. After settling in, Dana starts to experience terrifying visions and dr Amazon Prime"
Supercon,Action Comedy Young Adult Audience,A group of comic convention performers come together over the 4th of July weekend to take down a shady promoter and ego mania star.,77.0,Supercon Action Comedy Young Adult Audience A group of comic convention performers come together over the 4th of July weekend to take down a shady promoter and ego mania star. Amazon Prime
Secrets of the Mona Lisa,Documentary,"The Mona Lisa: bewitching, seductive, world famous. But who was she really? In this landmark film, Andrew Graham Dixon goes on an odyssey to reveal new information about one of the world's most ubiquitous icons. Decoding centuries old documents and u",77.0,"Secrets of the Mona Lisa Documentary The Mona Lisa: bewitching, seductive, world famous. But who was she really? In this landmark film, Andrew Graham Dixon goes on an odyssey to reveal new information about one of the world's most ubiquitous icons. Decoding centuries old documents and u Amazon Prime"
Raven,Science Fiction,A secret agent leads a group of government mercenaries seeking a secret decoder worth $50 million.,45.5,Raven Science Fiction A secret agent leads a group of government mercenaries seeking a secret decoder worth $50 million. Amazon Prime
Playtime with Twinkle - Cartoons for Kids (Made by Little Baby Bum),Kids,"Twinkle is always on the go, she is very cheeky. Her values are Compassion, Empathy and Kindness. In this collection, learn all about colors, numbers and much more!",81.5,"Playtime with Twinkle - Cartoons for Kids (Made by Little Baby Bum) Kids Twinkle is always on the go, she is very cheeky. Her values are Compassion, Empathy and Kindness. In this collection, learn all about colors, numbers and much more! Amazon Prime"
Learning with The GiggleBots: GiggleBellies,Kids,"The GiggleBots help Dr. McTinker with his factory creations that are teaching toddlers early learning concepts in a fun way. There are always mishaps inside the Funtastic Factory, with the GiggleBots invariably getting into trouble.",78.5,"Learning with The GiggleBots: GiggleBellies Kids The GiggleBots help Dr. McTinker with his factory creations that are teaching toddlers early learning concepts in a fun way. There are always mishaps inside the Funtastic Factory, with the GiggleBots invariably getting into trouble. Amazon Prime"
Kanasina maleyaadalu,Romance,A beautiful love story that travels through the rain. The essence of this story is the misconception of the hero about the situational care and concern showed by the heroine as love and the bond he developed towards her with the illusion of conversat,81.5,Kanasina maleyaadalu Romance A beautiful love story that travels through the rain. The essence of this story is the misconception of the hero about the situational care and concern showed by the heroine as love and the bond he developed towards her with the illusion of conversat Amazon Prime
Hangover in Death Valley,Action Adventure Horror,Hangover in Death Valley is a roller coaster story like no other as two Las Vegas entertainers mysteriously find themselves in the town of El Dorado. Will they be eaten alive by the town's occupants or will they manage to escape? One thing's for sure,78.5,Hangover in Death Valley Action Adventure Horror Hangover in Death Valley is a roller coaster story like no other as two Las Vegas entertainers mysteriously find themselves in the town of El Dorado. Will they be eaten alive by the town's occupants or will they manage to escape? One thing's for sure Amazon Prime
GoShogun: The Time Etrainger,Action Anime Drama,"Remy Shimoda is in a hurry. She's on her way to a reunion with the other members of the Go Shogun team, and she's late. A police action with some robbers gets in her way, so she runs the robbers off the road. Her vision blurs and she gets into an acc",27.5,"GoShogun: The Time Etrainger Action Anime Drama Remy Shimoda is in a hurry. She's on her way to a reunion with the other members of the Go Shogun team, and she's late. A police action with some robbers gets in her way, so she runs the robbers off the road. Her vision blurs and she gets into an acc Amazon Prime"
From The Files of Joseph Wambaugh: A Jury of One,Drama,"An action-drama about an LAPD Homicide Detective and his struggles with gang related crime on the streets, the difficulties of working within the legal system and his own personal conflict about the accidental shooting death of a fellow officer.",38.0,"From The Files of Joseph Wambaugh: A Jury of One Drama An action-drama about an LAPD Homicide Detective and his struggles with gang related crime on the streets, the difficulties of working within the legal system and his own personal conflict about the accidental shooting death of a fellow officer. Amazon Prime"
Double Tap,Drama,A police detective investigating the kidnapping of elementary school students becomes involved in the intricate network of the underworld. Beijing policeman Li Hui Yan has gone alone to a small town in Dongbei due...,81.5,Double Tap Drama A police detective investigating the kidnapping of elementary school students becomes involved in the intricate network of the underworld. Beijing policeman Li Hui Yan has gone alone to a small town in Dongbei due... Amazon Prime
Dinner Club,Adventure Comedy Unscripted,"The rules of Dinner Club: you have to love food, good company and traveling. Carlo Cracco will undertake six trips across Italy to rediscover its most authentic cuisine. With him six famous actors: one for each destination. His challenge on the way b",81.5,"Dinner Club Adventure Comedy Unscripted The rules of Dinner Club: you have to love food, good company and traveling. Carlo Cracco will undertake six trips across Italy to rediscover its most authentic cuisine. With him six famous actors: one for each destination. His challenge on the way b Amazon Prime"
Cheer Up,Comedy Kids,A group of young women who are considered social misfits get together to join the schools Cheer team.,81.5,Cheer Up Comedy Kids A group of young women who are considered social misfits get together to join the schools Cheer team. Amazon Prime
Chaitanyam,Drama,Prakash dreams of getting out of poverty and making his village self-reliant. A politician makes constant villainous attempts to crush their dreams. Will they pave the way towards freedom and independence?,81.5,Chaitanyam Drama Prakash dreams of getting out of poverty and making his village self-reliant. A politician makes constant villainous attempts to crush their dreams. Will they pave the way towards freedom and independence? Amazon Prime
Bell Bottom,Action,"By the early ‘80s India had already witnessed multiple airplane hijacks. In 1984, the country was made to face another such challenge. BellBottom, a RAW Agent played by Akshay Kumar, sees through the plan and thus begins India's first overseas covert",81.5,"Bell Bottom Action By the early ‘80s India had already witnessed multiple airplane hijacks. In 1984, the country was made to face another such challenge. BellBottom, a RAW Agent played by Akshay Kumar, sees through the plan and thus begins India's first overseas covert Amazon Prime"
AWS DeepRacer TV,Documentary Special Interest,"AWS DeepRacer TV follows the world's first autonomous racing league, an AWS / Intel-sponsored reinforcement learning competition that features developers of every background and skill level hoping to qualify for a chance to win the Championship Cup a",78.5,"AWS DeepRacer TV Documentary Special Interest AWS DeepRacer TV follows the world's first autonomous racing league, an AWS / Intel-sponsored reinforcement learning competition that features developers of every background and skill level hoping to qualify for a chance to win the Championship Cup a Amazon Prime"
Antony Firingee,Romance,"The movie traces the life and journey of the protagonist, Antony Fireengi, an Englishman by birth and his successful attempt at being a hardcore Bengali at heart.",10.0,"Antony Firingee Romance The movie traces the life and journey of the protagonist, Antony Fireengi, an Englishman by birth and his successful attempt at being a hardcore Bengali at heart. Amazon Prime"
ACT 2 - Series 9,TV Shows,1,81.5,ACT 2 - Series 9 TV Shows 1 Amazon Prime
ACT 2 - Series 7,TV Shows,1,81.5,ACT 2 - Series 7 TV Shows 1 Amazon Prime
ACT 2 - TITLE 9,Action,1,81.5,ACT 2 - TITLE 9 Action 1 Amazon Prime
ACT 2 - TITLE 8,Action,a,81.5,ACT 2 - TITLE 8 Action a Amazon Prime
ACT 2 - TITLE 7,Action,1,81.5,ACT 2 - TITLE 7 Action 1 Amazon Prime
ACT 2 - TITLE 6,Action,1a,81.5,ACT 2 - TITLE 6 Action 1a Amazon Prime
ACT 2 - Series 8,TV Shows,1,81.5,ACT 2 - Series 8 TV Shows 1 Amazon Prime
Act 2 - Series 4,Action,2,81.5,Act 2 - Series 4 Action 2 Amazon Prime
Act 2 - Series 3,TV Shows,2,81.5,Act 2 - Series 3 TV Shows 2 Amazon Prime
Act 2 - Series 2,Action,2,81.5,Act 2 - Series 2 Action 2 Amazon Prime
ACT 2 - Series 10,TV Shows,1,81.5,ACT 2 - Series 10 TV Shows 1 Amazon Prime
Act 2 - Series 1,TV Shows,1,81.5,Act 2 - Series 1 TV Shows 1 Amazon Prime
White Demise,Drama Horror Suspense,"A desperate woman embarks on a journey to find a life-saving bullet, seeking to reverse the tragic death of her daughter, but the only way to do that is through the man who revived her murderer.",81.5,"White Demise Drama Horror Suspense A desperate woman embarks on a journey to find a life-saving bullet, seeking to reverse the tragic death of her daughter, but the only way to do that is through the man who revived her murderer. Amazon Prime"
True Tori,TV Shows,"In True Tori, Tori Spelling has made a courageous decision to let audiences into her home as her marriage to Dean McDermott falters. Going through the most difficult period in her life, Tori will tell her story for the first time. Only time will tell",71.0,"True Tori TV Shows In True Tori, Tori Spelling has made a courageous decision to let audiences into her home as her marriage to Dean McDermott falters. Going through the most difficult period in her life, Tori will tell her story for the first time. Only time will tell Amazon Prime"
The Proud Rebel,Drama,"Civil War veteran Alan Ladd roams the frontier with his young son, who has not spoken a word after a traumatic shock during the war, searching for a doctor who can cure him. Along the way, Ladd acidentally runs afoul of sheep baron Dean Jagger and is",10.0,"The Proud Rebel Drama Civil War veteran Alan Ladd roams the frontier with his young son, who has not spoken a word after a traumatic shock during the war, searching for a doctor who can cure him. Along the way, Ladd acidentally runs afoul of sheep baron Dean Jagger and is Amazon Prime"
The Diesel Mystery,Documentary,"Rudolf Diesel's invention is the backbone of our global economy. Today the diesel engine, that was developed in the late 19th century, drives trucks, cars and ocean liners, but it also fuels power plants that produce electricity and heat. Diesel want",66.5,"The Diesel Mystery Documentary Rudolf Diesel's invention is the backbone of our global economy. Today the diesel engine, that was developed in the late 19th century, drives trucks, cars and ocean liners, but it also fuels power plants that produce electricity and heat. Diesel want Amazon Prime"
The Deeper You Dig,Drama Horror Suspense,"Bogus tarot card reader Ivy and her teenage daughter Echo are an unconventional but loving team. But when reclusive Kurt moves in down the road, a tragic accident results in Echo's murder, causing three lives to collide in mysterious and wicked ways.",80.0,"The Deeper You Dig Drama Horror Suspense Bogus tarot card reader Ivy and her teenage daughter Echo are an unconventional but loving team. But when reclusive Kurt moves in down the road, a tragic accident results in Echo's murder, causing three lives to collide in mysterious and wicked ways. Amazon Prime"
Soul Food,Comedy Drama,Matriarch Mama Joe has held her family together for 40 years around a Sunday dinner of soul food.,45.5,Soul Food Comedy Drama Matriarch Mama Joe has held her family together for 40 years around a Sunday dinner of soul food. Amazon Prime
Small Apartments,Comedy Drama,"Trapped in a seedy LA apartment, Franklin Franklin (Matt Lucas) has a dead landlord on the kitchen floor and is surrounded by eccentric neighbors: the delinquent (Johnny Knoxville) the wanna-be stripper (Juno Temple) and the artist (James Caan). To a",69.5,"Small Apartments Comedy Drama Trapped in a seedy LA apartment, Franklin Franklin (Matt Lucas) has a dead landlord on the kitchen floor and is surrounded by eccentric neighbors: the delinquent (Johnny Knoxville) the wanna-be stripper (Juno Temple) and the artist (James Caan). To a Amazon Prime"
Shaolin Fighters vs. Ninja,Action Drama,"After her father is killed by the Deadly Blade, the Moon Goddess as she is now known sends out invitations to all the top fighters in the region to try to lure out the Deadly Blade and try to force him to kill his son.",21.5,"Shaolin Fighters vs. Ninja Action Drama After her father is killed by the Deadly Blade, the Moon Goddess as she is now known sends out invitations to all the top fighters in the region to try to lure out the Deadly Blade and try to force him to kill his son. Amazon Prime"
Scorned,Horror Suspense,A romantic weekend turns horrific when Sadie discovers her boyfriend Kevin is having an affair with her best friend Jennifer.,71.0,Scorned Horror Suspense A romantic weekend turns horrific when Sadie discovers her boyfriend Kevin is having an affair with her best friend Jennifer. Amazon Prime
Mind Games,Action Horror,An Army psychologist held captive by an unknown adversary must find her way out of an RV in the middle of nowhere to survive.,81.5,Mind Games Action Horror An Army psychologist held captive by an unknown adversary must find her way out of an RV in the middle of nowhere to survive. Amazon Prime
In My Mind,Documentary Special Interest,"A feature documentary by award-winning filmmaker Chris Rodley, In My Mind was made to celebrate the 50th anniversary of enigmatic 1960s TV series The Prisoner. Featuring a series of frank archive interviews with creator Patrick McGoohan, new intervie",75.5,"In My Mind Documentary Special Interest A feature documentary by award-winning filmmaker Chris Rodley, In My Mind was made to celebrate the 50th anniversary of enigmatic 1960s TV series The Prisoner. Featuring a series of frank archive interviews with creator Patrick McGoohan, new intervie Amazon Prime"
